"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"Granovetter's_threshold_model_of_collective_behaviour.nlogo"
"diversity-effect"
"05/25/2026 20:16:35:455 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","network","threshold-distribution","number-of-agents","mean-threshold","sd-threshold","[step]","final-proportion","ticks"
"1462","fully connected","normal","100","25","74","0","0","0"
"1462","fully connected","normal","100","25","74","1","55","1"
"1462","fully connected","normal","100","25","74","2","73","2"
"1462","fully connected","normal","100","25","74","3","78","3"
"1463","fully connected","normal","100","25","74","0","0","0"
"1463","fully connected","normal","100","25","74","1","52","1"
"1464","fully connected","normal","100","25","74","0","0","0"
"1463","fully connected","normal","100","25","74","2","73","2"
"1464","fully connected","normal","100","25","74","1","48","1"
"1463","fully connected","normal","100","25","74","3","85","3"
"1464","fully connected","normal","100","25","74","2","72","2"
"1465","fully connected","normal","100","25","74","0","0","0"
"1464","fully connected","normal","100","25","74","3","81","3"
"1465","fully connected","normal","100","25","74","1","45","1"
"1464","fully connected","normal","100","25","74","4","85","4"
"1465","fully connected","normal","100","25","74","2","61","2"
"1464","fully connected","normal","100","25","74","5","86","5"
"1465","fully connected","normal","100","25","74","3","68","3"
"1465","fully connected","normal","100","25","74","4","70","4"
"1465","fully connected","normal","100","25","74","5","72","5"
"1466","fully connected","normal","100","25","74","0","0","0"
"1466","fully connected","normal","100","25","74","1","48","1"
"1467","fully connected","normal","100","25","74","0","0","0"
"1467","fully connected","normal","100","25","74","1","58","1"
"1467","fully connected","normal","100","25","74","2","73","2"
"1467","fully connected","normal","100","25","74","3","76","3"
"1468","fully connected","normal","100","25","74","0","0","0"
"1468","fully connected","normal","100","25","74","1","41","1"
"1468","fully connected","normal","100","25","74","2","51","2"
"1468","fully connected","normal","100","25","74","3","53","3"
"1469","fully connected","normal","100","25","74","0","0","0"
"1469","fully connected","normal","100","25","74","1","56","1"
"1469","fully connected","normal","100","25","74","2","72","2"
"1470","fully connected","normal","100","25","74","0","0","0"
"1469","fully connected","normal","100","25","74","3","75","3"
"1470","fully connected","normal","100","25","74","1","52","1"
"1470","fully connected","normal","100","25","74","2","69","2"
"1470","fully connected","normal","100","25","74","3","75","3"
"1471","fully connected","normal","100","25","74","0","0","0"
"1471","fully connected","normal","100","25","74","1","56","1"
"1471","fully connected","normal","100","25","74","2","70","2"
"1471","fully connected","normal","100","25","74","3","75","3"
"1471","fully connected","normal","100","25","74","4","77","4"
"1472","fully connected","normal","100","25","74","0","0","0"
"1472","fully connected","normal","100","25","74","1","37","1"
"1472","fully connected","normal","100","25","74","2","63","2"
"1472","fully connected","normal","100","25","74","3","72","3"
"1472","fully connected","normal","100","25","74","4","75","4"
"1472","fully connected","normal","100","25","74","5","76","5"
"1473","fully connected","normal","100","25","74","0","0","0"
"1474","fully connected","normal","100","25","74","0","0","0"
"1473","fully connected","normal","100","25","74","1","44","1"
"1405","fully connected","normal","100","25","71","2","63","2"
"1475","fully connected","normal","100","25","74","0","0","0"
"1474","fully connected","normal","100","25","74","1","39","1"
"1473","fully connected","normal","100","25","74","2","59","2"
"1475","fully connected","normal","100","25","74","1","45","1"
"1474","fully connected","normal","100","25","74","2","56","2"
"1475","fully connected","normal","100","25","74","2","63","2"
"1473","fully connected","normal","100","25","74","3","72","3"
"1473","fully connected","normal","100","25","74","4","75","4"
"1474","fully connected","normal","100","25","74","3","64","3"
"1475","fully connected","normal","100","25","74","3","69","3"
"1475","fully connected","normal","100","25","74","4","73","4"
"1474","fully connected","normal","100","25","74","4","70","4"
"1475","fully connected","normal","100","25","74","5","75","5"
"1474","fully connected","normal","100","25","74","5","72","5"
"1476","fully connected","normal","100","25","74","0","0","0"
"1476","fully connected","normal","100","25","74","1","53","1"
"1476","fully connected","normal","100","25","74","2","72","2"
"1476","fully connected","normal","100","25","74","3","78","3"
"1478","fully connected","normal","100","25","74","0","0","0"
"1479","fully connected","normal","100","25","74","0","0","0"
"1477","fully connected","normal","100","25","74","0","0","0"
"1478","fully connected","normal","100","25","74","1","36","1"
"1479","fully connected","normal","100","25","74","1","61","1"
"1477","fully connected","normal","100","25","74","1","48","1"
"1478","fully connected","normal","100","25","74","2","51","2"
"1479","fully connected","normal","100","25","74","2","83","2"
"1477","fully connected","normal","100","25","74","2","67","2"
"1478","fully connected","normal","100","25","74","3","58","3"
"1479","fully connected","normal","100","25","74","3","85","3"
"1478","fully connected","normal","100","25","74","4","59","4"
"1477","fully connected","normal","100","25","74","3","74","3"
"1480","fully connected","normal","100","25","74","0","0","0"
"1479","fully connected","normal","100","25","74","4","86","4"
"1478","fully connected","normal","100","25","74","5","63","5"
"1479","fully connected","normal","100","25","74","5","87","5"
"1480","fully connected","normal","100","25","74","1","43","1"
"1480","fully connected","normal","100","25","74","2","61","2"
"1480","fully connected","normal","100","25","74","3","74","3"
"1480","fully connected","normal","100","25","74","4","77","4"
"1481","fully connected","normal","100","25","75","0","0","0"
"1481","fully connected","normal","100","25","75","1","43","1"
"1482","fully connected","normal","100","25","75","0","0","0"
"1483","fully connected","normal","100","25","75","0","0","0"
"1481","fully connected","normal","100","25","75","2","57","2"
"1482","fully connected","normal","100","25","75","1","50","1"
"1483","fully connected","normal","100","25","75","1","45","1"
"1481","fully connected","normal","100","25","75","3","65","3"
"1482","fully connected","normal","100","25","75","2","70","2"
"1483","fully connected","normal","100","25","75","2","66","2"
"1481","fully connected","normal","100","25","75","4","67","4"
"1482","fully connected","normal","100","25","75","3","75","3"
"1483","fully connected","normal","100","25","75","3","75","3"
"1484","fully connected","normal","100","25","75","0","0","0"
"1484","fully connected","normal","100","25","75","1","43","1"
"1483","fully connected","normal","100","25","75","4","77","4"
"1484","fully connected","normal","100","25","75","2","56","2"
"1484","fully connected","normal","100","25","75","3","70","3"
"1484","fully connected","normal","100","25","75","4","71","4"
"1485","fully connected","normal","100","25","75","0","0","0"
"1486","fully connected","normal","100","25","75","0","0","0"
"1485","fully connected","normal","100","25","75","1","53","1"
"1486","fully connected","normal","100","25","75","1","45","1"
"1485","fully connected","normal","100","25","75","2","62","2"
"1486","fully connected","normal","100","25","75","2","67","2"
"1487","fully connected","normal","100","25","75","0","0","0"
"1485","fully connected","normal","100","25","75","3","64","3"
"1486","fully connected","normal","100","25","75","3","71","3"
"1487","fully connected","normal","100","25","75","1","50","1"
"1485","fully connected","normal","100","25","75","4","65","4"
"1486","fully connected","normal","100","25","75","4","72","4"
"1487","fully connected","normal","100","25","75","2","72","2"
"1488","fully connected","normal","100","25","75","0","0","0"
"1487","fully connected","normal","100","25","75","3","80","3"
"1488","fully connected","normal","100","25","75","1","46","1"
"1487","fully connected","normal","100","25","75","4","82","4"
"1488","fully connected","normal","100","25","75","2","59","2"
"1488","fully connected","normal","100","25","75","3","61","3"
"1461","fully connected","normal","100","25","74","1","51","1"
"1461","fully connected","normal","100","25","74","2","69","2"
"1405","fully connected","normal","100","25","71","3","70","3"
"1466","fully connected","normal","100","25","74","2","68","2"
"1492","fully connected","normal","100","25","75","0","0","0"
"1491","fully connected","normal","100","25","75","0","0","0"
"1489","fully connected","normal","100","25","75","0","0","0"
"1490","fully connected","normal","100","25","75","0","0","0"
"1461","fully connected","normal","100","25","74","3","73","3"
"1466","fully connected","normal","100","25","74","3","76","3"
"1491","fully connected","normal","100","25","75","1","57","1"
"1492","fully connected","normal","100","25","75","1","36","1"
"1489","fully connected","normal","100","25","75","1","50","1"
"1490","fully connected","normal","100","25","75","1","37","1"
"1466","fully connected","normal","100","25","74","4","77","4"
"1489","fully connected","normal","100","25","75","2","67","2"
"1491","fully connected","normal","100","25","75","2","74","2"
"1492","fully connected","normal","100","25","75","2","48","2"
"1490","fully connected","normal","100","25","75","2","64","2"
"1489","fully connected","normal","100","25","75","3","68","3"
"1491","fully connected","normal","100","25","75","3","75","3"
"1490","fully connected","normal","100","25","75","3","72","3"
"1492","fully connected","normal","100","25","75","3","51","3"
"1489","fully connected","normal","100","25","75","4","69","4"
"1490","fully connected","normal","100","25","75","4","74","4"
"1492","fully connected","normal","100","25","75","4","55","4"
"1492","fully connected","normal","100","25","75","5","56","5"
"1492","fully connected","normal","100","25","75","6","59","6"
"1493","fully connected","normal","100","25","75","0","0","0"
"1494","fully connected","normal","100","25","75","0","0","0"
"1493","fully connected","normal","100","25","75","1","38","1"
"1494","fully connected","normal","100","25","75","1","46","1"
"1493","fully connected","normal","100","25","75","2","59","2"
"1495","fully connected","normal","100","25","75","0","0","0"
"1494","fully connected","normal","100","25","75","2","59","2"
